start,end,rows,tz,dup_index,missing_ratio_max,ETH_funding_incomplete_days,SOL_funding_incomplete_days
2022-01-02 00:00:00+00:00,2025-12-11 00:00:00+00:00,1440,UTC,0,0.0,0,9
