timestamp,ETH_funding_events,ETH_daily_funding_sum,SOL_funding_events,SOL_daily_funding_sum
2022-11-09 00:00:00+00:00,3,-0.00105347,2,-0.015
2022-11-11 00:00:00+00:00,3,-0.00027549000000000003,11,-0.02445008
2022-11-12 00:00:00+00:00,3,0.00024832,12,-0.0177
2022-11-13 00:00:00+00:00,3,-0.00011125,12,-0.00869353
2022-11-14 00:00:00+00:00,3,0.00010301,12,-0.01439738
2022-11-15 00:00:00+00:00,3,-7.890000000000001e-05,12,-0.00506481
2022-11-16 00:00:00+00:00,3,-0.00013574,12,-0.0077782
2022-11-17 00:00:00+00:00,3,-0.00017685,12,-0.00768396
2022-11-18 00:00:00+00:00,3,-0.00020738,6,-0.00323504
